screen_name,description,url,followers_count,friends_count,listedcount,favourites_count,verified,statuses_count,default_profile,default_profile_image,has_extended_profile,name,bot,ff_ratio,modified_date,last_numeric,sn_length,sn_digitcount,sn_lastone,desc_length,diversity,null_url
Global_Derivs,"Global Derivatives #Trading & #Risk Management is at the helm of the #quant #finance industry, curating cutting edge research, interviews and opinions. #GDerivs",https://t.co/Xs8YA6FOhR,2,2,2,2,0,2,0,0,0,Global Derivatives,0,907,2011-03-09,False,11,0,54,158,48,1
respranabiz,Please also visit our company Twitter @resprana,,0,1,0,1,0,0,1,0,0,Sophie Frank,0,493,2017-02-17,False,9,0,61,45,36,0
mrsfishsfunkys,,,0,1,0,0,0,0,1,0,0,jaime fisher,1,392,2011-10-19,False,12,0,54,1,26,0
CodeInBlack,In the Nutshell: Tech - Basketball - Music,,0,1,0,1,0,0,1,0,0,BlackMJ,0,358,2017-02-24,False,9,0,46,40,51,0
MenDoing,"Chronicling men doing things. // A bot by @tinysubversions, Powered By Giphy",,0,0,1,0,0,2,0,0,0,Men Doing Things,1,1238,2014-10-01,False,6,0,42,74,42,0
ZinaJ26,"We make and sell premium organic chocolate using fine, ethically sourced ingredients. Tweeting from our London HQ.",,0,2,0,1,0,0,1,0,0,ZinaJ26,1,117,2017-12-03,True,5,2,6,112,51,0
a_xing_ebooks,animal crossing text ebooks bot from @adammathes,,1,1,1,1,0,2,1,0,0,animal crossing ebks,1,957,2015-02-16,False,11,0,54,46,39,0
EffDonaldTrump,FUCK DONALD TRUMP,https://t.co/uHGJ0MYJVh,0,0,1,0,0,2,1,0,0,EffDonaldTrump,1,1069,2016-11-09,False,12,0,51,15,49,1
_OutToSea_,I tweet a new horizon view every six hours.  Created by @acgodliman using cheapbotsdonequick. WIP,https://t.co/7BQ9mvELnA,2,1,2,0,0,0,0,0,0,__.-=---=.__*__,1,1209,2017-02-14,False,8,0,26,95,45,1
bangbangari9,follow @drakeftagb,,0,2,0,0,0,0,1,0,0,SAVED,1,137,2016-05-15,True,10,1,9,16,14,0
BlondieOfficial,Get the latest BLONDIE news at http://t.co/LIHTvKT3h7!,http://t.co/cWHk5mI3QX,3,2,3,2,1,1,0,0,0,Debbie Harry/BLONDIE,0,1684,2009-06-30,False,13,0,47,52,28,1
corporabrackets,Vote for your favorite thing in every Corpora listing! A poll experiment Twitter Joint by @air_hadoken #botALLY,,1,0,2,0,0,1,1,0,0,Corpora Brackets,1,1150,2016-02-03,False,13,0,54,109,21,0
evanspiegel,CEO @Snap,https://t.co/p07XOBrHmC,3,1,3,0,1,0,1,0,0,Evan Spiegel,0,1724,2010-12-24,False,9,0,47,7,36,1
DjWuchi,booking: Bookings@dj-wuchi.com. Instagram: Dj_wuchi Mixcloud: DJwuchi.......official DJ for @brittofficials ......... (The People's DJ),,2,2,1,3,0,2,0,0,0,DjWuchi,0,787,2010-08-16,False,5,0,44,133,51,0
everysimile,Twittering every simile in the english language. Task will complete in a long time. A bot by @rainshapes,,2,0,2,0,0,3,1,0,0,Every Simile,1,1348,2014-06-07,False,9,0,40,102,27,0
Paula_Deen,"Cooking and family are the greatest gifts. Love and Best Dishes, y'all!",http://t.co/mnBjiglOGA,3,2,3,2,1,2,0,0,0,Paula Deen,0,1823,2008-05-23,False,8,0,49,69,34,1
Im_Just_Chloe,Official Twitter Account for Chloe Lowery,https://t.co/f9erD5SyPw,2,2,2,3,1,2,0,0,0,Chloe Lowery,0,1146,2009-04-13,False,11,0,40,39,48,1
genesimmons,Instagram: @GeneSimmons,https://t.co/uFBeP3IOWC,3,1,3,2,1,3,0,0,0,Gene Simmons,0,1826,2008-04-15,False,9,0,54,21,19,1
KeionBennett1,Obsession with video games and kung-fu,,0,2,0,1,0,0,1,0,1,Keion Bennett,0,243,2017-03-08,True,11,1,1,36,17,0
aaronpaul_8,Story teller/Producer,,3,2,3,3,1,1,1,0,0,Aaron Paul,0,1840,2011-07-10,True,9,1,8,19,36,0
Residente,Rení© Pí©rez Joglar https://t.co/luTlu9DKYG https://t.co/ZlkkLnylBW,https://t.co/wA6H8CKuhe,3,3,3,2,1,3,0,0,0,Residente,0,1814,2009-05-11,False,7,0,40,65,32,1
LennyKravitz,Strut available now on Roxie Records / iTunes: https://t.co/AWRHdy5T2u / https://t.co/7QqCkVBNvE,https://t.co/jkEaG01U2L,3,3,3,1,1,1,0,0,1,Lenny Kravitz,0,1786,2009-03-06,False,10,0,61,94,47,1
NYUWasserman,"NYU Wasserman Center for Career Development.  133 E 13th Street, 2nd Floor - inside Palladium!",http://t.co/6hjLD2IKxF,2,2,2,3,0,2,0,0,0,NYU Wasserman,0,1144,2009-06-18,False,10,0,49,92,38,1
POTUS,45th @POTUS @realDonaldTrump. Working on behalf of the American people to make our country great again. Tweets by @Scavino45. Tweets by #POTUS signed -DJT.,https://t.co/IxLjEB2zlE,3,0,3,0,1,1,1,0,0,President Trump,0,2017,2017-11-09,False,3,0,29,153,51,1
NamRonata,"Dancer, Travel Enthusiast, Artist, Crazy , Karaoke Singer.",,1,2,0,1,0,1,0,0,0,Namrata Rao,0,503,2012-02-07,False,7,0,36,56,32,0
Clippy_exe,It looks like you're writing a tweet! Can I help?,,1,1,1,0,0,1,1,0,0,Microsoft Clippy,1,935,2016-06-15,False,8,0,40,47,34,0
itsimanjordan,https://t.co/BPdv3Thmkd,https://t.co/svqTClJLQA,3,3,3,3,0,3,0,0,0,Iman Jordan,0,1056,2008-10-09,False,11,0,49,21,31,1
AnuKumarPatel1,Simple boy,,0,1,0,1,0,0,1,0,1,Anu Kumar Patel,0,268,2017-12-02,True,12,1,1,8,40,0
GordonKljestan,,,2,2,2,0,0,0,0,1,0,Gordon Kljestan,0,1054,2009-04-02,False,12,0,49,1,40,0
FreddyAdu,"Attitude is EVERYTHING, Never put a period where God put comma.",,3,2,3,1,1,2,0,0,0,Freddy Adu,0,1748,2009-05-08,False,7,0,56,61,32,0
myspacetom,Enjoying being retired / New Hobby: Photography,https://t.co/T9B8UPEfMI,3,2,3,2,1,1,0,0,0,Tom Anderson,0,1655,2007-04-04,False,8,0,48,45,45,1
Taimanglo2526,Singlin pardise ..,,0,1,0,2,0,0,1,0,0,Fiolic Taimanglo,1,207,2017-12-09,True,11,4,6,16,39,0
hassi107,Electrical Engineer at Engro | LUMS 2014 | Work Hard Party Harder,,0,1,0,0,0,0,1,0,0,Saleh Hasan Gondal,0,396,2012-06-01,True,6,3,7,63,42,0
kordeidangerouz,eu n o sou sua querida Ç protect @brookehzxs at all costs,,2,3,1,3,0,3,0,0,1,Lia,0,845,2015-09-03,False,13,0,61,55,28,0
TheBigFatTechie,"Acquisition Editor, Packt | All views are my own | https://t.co/60OnVzdyox",https://t.co/EPxBiKBTLF,0,1,0,1,0,0,0,0,1,Kevin Sequeira,0,377,2016-09-21,False,13,0,40,72,21,1
HigherEdSurge,"News, community and tools for innovators rethinking how #highered can meet the needs of modern learners.",https://t.co/U9sDjSOJQg,2,3,3,3,0,2,1,0,0,EdSurge HigherEd,1,841,2016-12-08,False,11,0,40,102,31,1
john_mwood,"Data science, jazz, and fox shirts.",,1,1,0,2,0,1,0,0,0,John Wood,0,684,2010-12-02,False,8,0,39,33,34,0
shawnieora,"Mom, Co-Founder of ORA TV, Podcast: Back and Forth w/ Shawn & Larry King https://t.co/Af74HcYDI8 https://t.co/IvNOSD83jO.",https://t.co/EadoPcdVMt,2,2,2,3,1,2,0,0,0,shawn king,0,1192,2009-04-17,False,8,0,36,119,45,1
SylverBot,My favourite animal is female human wearing clothes.,,2,3,1,0,0,3,1,0,0,Pussy-kun,1,666,2012-10-11,False,7,0,55,50,51,0
PARANOIABOT,$ RUN bot.exe . . . ¥_î¥_ê¥_î¥__ ¥_î¥_Í¥_´¥_î¥__ ¥__¥_è¥_î ¥_Ê¥_è¥_´¥__¥_‹// #conspiracy #grays #coverups #truthseeker #botALLY,,1,1,1,2,0,1,1,0,0,P’_ê_’_êç’åê_AR’_êîêçANOI’¿D’å’»,1,1004,2014-10-02,False,9,0,30,125,27,0
kvlebcobb,,None,0,1,0,3,0,0,1,0,0,kaleb,0,471,2015-05-20,False,7,0,37,1,32,0
WUedsefnd25,Dunder Mifflin this is Pam...aj,,0,2,0,1,0,0,1,0,0,WUedsefnd25,1,55,2017-12-05,True,9,2,5,29,36,0
EvanderWorland,@TriangleWC . WFHS Wrestling . NCUSA Wrestling,https://t.co/uaDREOY21q,1,3,1,2,0,1,0,0,0,Coach,0,413,2011-03-12,False,12,0,39,44,26,1
LizHernandez,Access Hollywood / Creator of @wordaful / Booking Inquiries: mecia@rebel-one.net,https://t.co/0bDArjaWh4,3,2,3,1,1,3,0,0,0,Liz Hernandez,0,1526,2009-12-06,False,10,0,61,78,29,1
williecolon,"Producer, Musican, Social Activist, Writer  ŒËTe gusta algí_n tweet? Dale RT o hazlo un Favorito BENDICIONES. Like a tweet?  RT it or Favorite. BLESSINGS",http://t.co/VIlXvMHlVP,3,3,3,3,1,3,0,0,0,Willie Colí_n,0,1516,2009-06-13,False,9,0,49,151,19,1
MiraculousPics,Enlighten your brain with miracles of pics that will astound. A bot by @tinysubversions,https://t.co/AnWK33b4kA,2,0,2,0,0,2,1,0,0,Miraculous Pictures,1,1601,2014-04-02,False,12,0,54,85,26,1
CinemaPaulinia,Fique por dentro de tudo o que acontece no Polo Cultural e Cinematogr’çfico de Paul’_nia.,,2,3,2,2,0,1,0,0,0,Cinema Paul’_nia,0,882,2009-07-16,False,12,0,36,87,20,0
RODRIGOMARINP,Ing. Agr’_nomo,,1,3,0,2,0,1,0,0,0,Rodrigo Marin,0,341,2009-08-22,False,11,0,25,12,23,0
"""RiotJaredan""","""Proud husband; father of two dynamos of awesome. Senior Editor for League of Legends at Riot Games. Views expressed on this twitter feed are mine alone.""",null,2,3,2,3,0,2,0,0,1,"""Scott Hawkes""",0,820,2010-03-08,False,11,0,26,152,39,0
charand522,,None,0,1,0,0,0,0,1,0,0,Charand,1,135,2017-03-12,True,8,3,2,1,34,0
jonttxoxoa,"Chairman of the Kofi Annan Foundation, Nobel Peace Prize laureate. Tweets from Kofi Annan are signed KA.",,0,2,0,2,0,0,1,0,0,jonttxoxoa,1,22,2016-10-29,False,8,0,36,102,16,0
RenPeralta23,new to the twitter world,,1,2,0,1,0,0,1,0,0,Rene Peralta,1,380,2015-06-27,True,10,2,3,22,38,0
poem_exe,micropoetry // a bot by @inky,https://t.co/PdagJGqVMR,2,1,2,0,0,3,0,0,1,poem.exe,1,1548,2014-06-21,False,6,0,40,27,29,1
johnettaj26,"Farpoint Ventures funds startups who have proven their product in the local market, then our global offices act as your sales force to help you expand globally.",,0,2,0,2,0,0,1,0,0,johnettaj26,1,94,2016-10-30,True,9,2,6,158,36,0
pooledseq,"A feed for papers related to pooled-, population-, or evolved and re- sequencing published in NCBI, ArXiv, and bioArxiv.",,1,0,2,0,0,2,0,0,0,Pooled Sequencing,1,1484,2014-07-22,False,7,0,52,118,32,0
eva_recinos,Social media manager @hellogiggles. Writer feat in @LAWeeklyArts @CreatorsProject etc. Less than five feet tall. Check out my e-book: https://t.co/sMz8fXqxuF,https://t.co/PsYkr5ZNqA,2,3,2,3,1,2,0,0,1,Eva Recinos,0,745,2011-07-01,False,9,0,54,155,46,1
madamezolbot,"Two horoscopes a day. Armchair mystic, certified astrologist, robot.",,0,0,1,0,0,2,0,0,0,Madame Zolbot,1,1102,2013-11-28,False,10,0,55,66,29,0
caca_carlinha,"Fui escolhida para triunfar,mostrar minha cara ao mundo e n’£o negocio meu chamado ! :D",,1,2,1,0,0,2,0,0,0,Carla Amaral,0,604,2009-08-30,False,11,0,36,85,17,0
habibrkhan,Watch my show DOWNTOWN DUBAI & see happenings in Dubai every Wednesday 8:30 Pm UAE TIME & 9:30 Pm PST only on KAY2 channel. Call me live 00971-6-530-3822,https://t.co/FcMZWd5b6G,2,3,0,2,0,1,0,0,1,Habib Khan,0,352,2010-12-25,False,8,0,49,151,24,1
IrlbeckFleming,__—__—__—†Ä_†Ä_†Ä_†Ä_†Ä_†Ä_†Ä_†Ä_†Ä_†Ä_†Ä_†Ä_†Ä_†Ä___—__—__—__—__—†Ä_†Ä___—Turn on my notificatons _“ãO†Ä_†Ä_†Ä_†Ä_†Ä_†Ä_†Ä___—__—__—__—__—__—__—__—__—__—__—__—__—__—__—__—__—__—__—__—__—__—__—__—__—__—__—__—__—Alfie Deyes & Zo’â (fan account),,0,1,0,2,0,0,1,0,0,Irlbeck Fleming,1,152,2017-02-16,False,12,0,42,169,40,0
UniquaQ,Galatians 6:9 - #DST _ù_´Ùè - @NCATSUAggies Alumna - Morning News Producer @ABC7SWFL,https://t.co/LXaBiAdzA8,2,3,2,3,0,2,0,0,1,Uniqua Quillins,0,704,2009-06-25,False,5,0,27,82,51,1
Jacklynyan,,,0,1,0,0,0,0,1,1,0,Jacklynyan,0,425,2014-04-03,False,8,0,49,1,24,0
follow3dcliff,free follow from @3dclifford!! follow her if u would like :),,1,3,0,0,0,0,1,1,0,read bio,1,164,2016-07-15,False,11,1,41,58,17,0
Hanna_Denea,Jeremiah 29:11,,2,2,0,3,0,2,1,0,1,HDB,0,850,2012-03-22,False,9,0,36,12,11,0
tushar141990,,,1,2,1,1,0,0,1,0,0,TUSHAR NANDKEOLIAR,0,376,2009-06-20,True,10,6,0,1,38,0
g33kbeast,Founder & CEO @Kryptnostic,https://t.co/nmplRKVgwr,1,1,2,3,0,2,1,0,0,Matthew Tamayo,0,904,2010-12-20,False,7,2,55,24,44,1
abhi_rathi88,Software Engineer at @Amazon | Alumni of @ManipalUniv,,0,1,0,1,0,0,1,0,1,Abhishek Rathi,0,371,2016-11-22,True,10,2,8,51,21,0
scottmcnealy,"Chairman/CEO @Wayin, Founder of @Curriki, former Chairman/CEO of Sun Micro, husband, dad of 4 awesome boys. Love taxpayers, capitalism, personal responsibility.",http://t.co/c7z3zkHoF1,2,2,3,2,1,2,0,0,0,Scott McNealy,0,1319,2011-04-14,False,10,0,60,158,38,1
sweetgirl4355,,,1,3,0,3,0,0,1,0,0,Jill Thomson,1,204,2016-11-08,True,11,4,5,1,39,0
ARealRiver,just a river on twitter. made by @muffinista #botALLY,,1,0,2,0,0,3,1,0,0,a river,1,1485,2014-10-01,False,8,0,53,51,34,0
dfjsteve,Rocket Ship Builder (that was Twitter's default option... how perfect),http://t.co/ZRB0yDMAEx,2,1,3,3,0,1,1,0,0,Steve Jurvetson,0,1570,2010-03-23,False,6,0,40,68,42,1
statementartist,The artist makes artist statements out of everyone's tweets. Follow me and I might make one from yours. // by @ibogost,,2,3,2,3,0,3,0,0,0,Statement Artist,1,661,2013-11-30,False,13,0,55,116,9,0
janicerogersz,UN Office for the Coordination of Humanitarian Affairs (OCHA) in Asia and the Pacific provides key updates on humanitarian issues and disasters in the region,,0,2,0,1,0,0,1,0,0,janicerogersz,1,25,2017-12-03,False,11,0,61,155,39,0
ppleonasmo,Snap: @maalenacarvalho,,1,1,1,2,0,2,0,0,0,Malena Carvalho,0,968,2010-11-04,False,8,0,50,20,34,0
adropboxspace,Mostly following curmudgeon-y finance types who dont work in finance. Canadian guy traipsing through Machine Learning like a blind clown through a mine field.,,1,3,2,3,0,2,1,0,0,Here for memes,0,317,2013-03-11,False,11,0,40,156,31,0
IMG2ASCII,Tweet me an image and I will make it look like ASCII art. instructions at http://t.co/xO9X63ledz a bot from @muffinista #botALLY,http://t.co/wpsRGPhEIg,2,3,2,0,0,3,1,0,0,IMG2ASCII,1,726,2014-11-19,False,7,1,18,126,32,1
AnkurMa10500490,,,0,1,0,1,0,0,1,0,1,Ankur Maurya,0,250,2016-09-18,True,13,8,0,1,34,0
KatieS,Mom of 3 kids & @tacopuppy. CMO @Color. Alum of @Twitter @WhiteHouse @Google @Yahoo. Board Member @Vivendi. Founding Partner #Angels. äù_¥Ÿè_ôˆ__ôˆŸ_ôëç,https://t.co/gKtm0CnGrR,3,3,3,3,1,3,0,0,1,Katie Jacobs Stanton,0,1389,2009-12-02,False,4,0,29,150,51,1
justdemi,,,3,2,3,3,1,2,0,0,0,Demi Moore,0,1912,2009-12-06,False,6,0,44,1,51,0
mariamenounos,@Enews Anchor &CEO @afterbuzztv.creator 2x NYTimes Best Selling Author.@siriusXM host+New book out: The EveryGirl's Guide To Cooking https://t.co/EBPveWU20P,https://t.co/zuRXRCRnXj,3,2,3,3,1,3,0,0,0,maria menounos,0,1787,2009-04-07,False,11,0,54,154,23,1
jasonderulo,New Single #Swalla available NOW Get it here _ôïˆ_ôè_,https://t.co/HdbXWWesO7,3,3,3,3,1,3,0,0,0,Jason Derulo,0,1491,2009-04-01,False,9,0,50,51,46,1
USPRI,,,1,2,1,0,0,0,0,0,0,Matt Sullivan,1,469,2010-10-28,False,3,0,18,1,51,0
jonrafman,Rarely has reality needed so much to be imagined.,http://t.co/uC0ixzBjnh,2,2,2,3,0,1,0,0,0,Jon Rafman,0,1149,2008-12-26,False,7,0,49,47,32,1
"""Axelcarp230""","""Nothing is just Nothing""",null,1,2,1,2,0,2,0,0,0,"""Axel Carp""",0,353,2013-12-05,False,11,3,26,23,48,0
CSPUS,Representing America! Official CSP NY Twitter handle. Follow for the latest in Business Affairs and financial extrapolation.,https://t.co/9zpU5UJXAF,1,3,0,2,0,0,1,0,1,CSP. New York,0,165,2017-01-07,False,3,0,29,122,34,1
gameideamachine,I'm a bot which tweets randomly generated ideas for games. I also reply to specific commands with ideas (details: http://t.co/SFPldamH2K). Created by @beeglebug,https://t.co/qhqQSx1WAk,2,0,2,1,0,2,1,0,0,Game Idea Machine,1,1830,2013-10-02,False,13,0,40,158,16,1
swisnf,Built using https://t.co/BeTo9su8nt,,0,0,1,0,0,0,1,0,0,SWI/SNF,1,1123,2016-04-22,False,4,0,41,33,38,0
DangeRussWilson,Mission: Live Like Jesus & Then Lead People to Jesus. The Best is Yet to Come! QB for Seattle Seahawks. Super Bowl Champ,https://t.co/GMRRGnYR3M,3,1,3,3,1,2,0,0,0,Russell Wilson,0,1989,2012-03-03,False,13,0,49,118,34,1
XOahoveck,Harvard Business School professor who studies entrepreneurship,,0,3,0,2,0,1,0,0,0,Alec Russell,1,70,2015-01-01,False,7,0,46,60,51,0
simonpolrot,Avocat at @Fieldfisher. Expert #blockchain / #ethereum. Founder https://t.co/ErnYAvl3U1. Cofounder @AssethFR & @laChainTech,https://t.co/XAquXhSo3a,2,2,2,3,0,1,0,0,1,Simon Polrot,0,872,2016-02-10,False,9,0,55,121,36,1
taizeutl1995,Personal tweets. All views my own.,,0,2,0,2,0,0,1,0,0,Margrett Price,1,71,2016-08-28,True,10,4,5,32,38,0
sixohsix,"I make music, when I can.",https://t.co/iknVdcXV66,2,2,2,3,0,3,0,0,0,M. Verdone,0,795,2008-04-03,False,6,0,59,23,18,1
Taz_Aadam,@styletiana is hot.,https://t.co/n6MNnwGtuu,0,2,0,0,0,0,1,0,1,Tazwaar Aadam,1,127,2017-03-13,False,7,0,48,17,32,1
maspqnick,no dia em que eu sai de casa minha mae me disse que ja ia tarde,,2,3,1,1,0,1,0,0,0,nick nicole,0,538,2011-05-11,False,7,0,46,61,51,0
gummatt,"#bitcoin #crypto #JS #Node, rockets, science. Liverpool JS founder, entrepreneur, words are mine unless hacked or intoxicated  0xb70b5e25f470bd12 https://t.co/z4GGcV07JH",https://t.co/RnBm2QcDf7,2,2,2,3,0,2,0,0,0,Matt B,0,635,2011-12-07,False,5,0,55,164,26,1
Aerie,"Aerie is bras, undies, swim and more! Why retouch beauty? The real you is sexy. #AerieREAL",http://t.co/Y9XqQeiyG2,3,3,3,3,1,3,0,0,0,Aerie,1,1368,2009-04-03,False,3,0,40,88,34,1
JameYu7,editor£åfocus on auto industry,None,0,1,0,0,0,0,1,0,0,Jame Yu,0,270,2017-03-05,True,5,1,7,28,51,0
adventvrecall,Where should I go? ä_Ê @aliceffekt x @noirmirroir x @_andrio,http://t.co/Gb75xQZaID,1,1,2,2,0,1,0,0,0,Advent V. Recall,1,991,2014-08-04,False,11,0,47,58,23,1
"""katiemarielin""","""Katie Lin Spears""",null,0,1,0,2,0,0,1,0,1,"""Katie Lin""",0,476,2017-12-02,False,13,0,26,16,21,0
LucG99,,None,0,1,0,0,0,0,0,0,0,Luc,0,278,2017-03-03,True,4,2,9,1,38,0
jalpmiam,Attract them by the way you live,,0,2,0,1,0,0,1,0,0,jalpmiam,1,5,2016-12-16,False,6,0,48,30,29,0
colorschemez,I'm trying to find colors that go well together. I'm probably not very good at it because I'm a robot with no sense of style. (a bot by @joemfox),,3,0,2,0,0,3,0,0,0,colorschemer,1,1918,2015-02-27,False,10,0,61,143,29,0
BiaCPoli,Uma Osbourne n’£o reconhecida...,,1,1,0,1,0,2,0,0,0,Beatriz Poli,0,651,2010-11-10,False,6,0,44,30,42,0
newmantras,Bhagavad Gita verses combined with online dating profile texts. #twitterbot by @greg00r,,1,0,1,1,0,3,0,0,0,I am that I am,1,1318,2014-06-28,False,8,0,54,85,34,0
itstayloryall,an insecure guy who tries to play guitar in paramore. likes musical equipment. likes the titans. likes pt cruisers. probably won't tweet a lot.,,3,1,3,0,1,0,0,0,0,I'm Taylor,0,1902,2009-03-02,False,11,0,47,141,17,0
YCPRProf,"We are the music makers, and we are the dreamers of dreams - Gene Wilder",https://t.co/0qxQVQhyJq,1,1,1,3,0,2,0,0,1,Dr. K. McBride,0,852,2013-03-22,False,6,0,41,70,42,1
koreygonzalezi8,"Actress, director, author, animal lover",,0,3,0,2,0,1,0,0,0,Korey Gonzalez,1,115,2012-12-31,True,13,1,8,37,34,0
chasely,"University of Michigan environmental engineering PhD candidate. Also a news, soccer, and policy nerd.",,1,2,1,1,0,1,0,0,0,Chase Dwelle,0,480,2008-12-05,False,5,0,60,99,51,0
ThaboSefolosha,"Proud father of 2 _ôï__ôè_, husband of a _ôïŸ_ôè_ and owner of a _ôê_ named Magic. Every other night I play _ôèó for the Atlanta Hawks",https://t.co/dJKVzmYpui,3,2,3,1,1,1,0,0,1,Thabo Sefolosha,0,1635,2009-03-19,False,12,0,36,132,26,1
jamieph93986621,"I wasn't bor ysterday,  was born tomorrow",,0,1,0,0,0,0,1,0,0,Jamie Phillips,1,121,2017-02-19,True,13,8,1,39,41,0
kv_karthik,Learning Enthusiast | Training and Development | Planning and Execution,,2,2,2,2,0,1,0,0,0,Karthik,0,909,2009-09-02,False,8,0,46,69,34,0
angelia_irr,,,0,1,0,2,0,0,1,0,0,Angelia Irr,1,157,2017-02-15,False,9,0,53,1,27,0
DaniellaMonet,"candle freak. tea addict. life enthusiast. let's dance, eat kale, and laugh til' we cry // snapchat - daniemo",https://t.co/S0GuJhVpkc,3,3,3,3,1,3,0,0,0,Daniella Monet,0,1714,2009-03-07,False,11,0,55,107,23,1
a_quilt_bot,Tweet pictures at me and I'll try to reproduce them using quilt fabric. (made by @bobpoekert),http://t.co/yxVDLzBrTX,2,0,2,1,0,3,1,0,0,Quilt Bot,1,1687,2014-09-08,False,9,0,55,91,36,1
DJ44,"U.S. Chief Data Scientist, OSTP.  This is an archive of an Obama Administration account, maintained by the National Archives and Records Administration (NARA).",https://t.co/7Nk2Q6446g,3,3,3,3,1,2,1,0,0,DJ Patil (NARA),0,1259,2015-02-19,True,2,2,4,157,29,1
howiemandel,"My name is Howie Mandel, many of you may know me from America's Got Talent, but I like to be known as the guy that smells nice.",http://t.co/MoltSjoFJI,3,3,3,2,1,3,0,0,0,Howie Mandel,0,1455,2009-07-03,False,9,0,47,125,46,1
JeffreeStar,makeup artist / cosmetics creator / androgyny - SnapChat: jeffreedahmer,https://t.co/2MA2rnQc0I,3,2,3,3,1,3,0,0,0,Jeffree Star,0,1773,2008-12-19,False,9,0,53,69,19,1
asuka111,Thai freelance artist. Inspired by Japanese Manga & Anime.,https://t.co/0OFzSoh3L2,2,2,2,2,0,2,0,0,1,Asuka111,0,1122,2009-12-08,True,6,3,1,56,18,1
MediaJonKlein,,,2,2,2,0,0,1,1,0,0,Jon Klein,0,1139,2008-08-26,False,11,0,49,1,31,0
VerneTroyer,Before u succeed u must 1st believe,https://t.co/JiCGCfMosh,3,3,3,3,1,2,0,0,0,Verne Troyer,0,1322,2009-03-28,False,9,0,53,33,19,1
imtheMDP,"Financial Analyst by day, Sports Analyst by Night. Coming on the air live or taped somewhere. Make sure you're watching",https://t.co/CUpC9imdcS,2,3,1,3,0,3,0,0,0,Mike Petry,0,404,2009-03-06,False,6,0,25,117,51,1
lepage155,,None,0,1,0,0,0,0,1,1,0,Justin,1,140,2017-03-12,True,7,3,5,1,32,0
EmekaPatrick,"Creative, strategist, sapiens. NY native & world citizen. Convention bucker & disruption embracer. Human enthusiast, cultural connoisseur & life aficionado.",,2,3,2,2,0,1,1,0,1,Emeka Patrick,0,489,2008-08-13,False,10,0,46,154,38,0
ConsularNotify,Official U.S. Department of State consular notification and access info,http://t.co/cYCvfvN2mY,2,2,2,1,1,1,0,0,0,ConsularNotification,0,922,2009-06-22,False,12,0,60,69,49,1
BrandonTGraham,"Also known as DJ B-Street, Brandon STreet; DJ/Producer born July 1, 1986 in North Carolina.",None,0,1,0,0,0,0,1,0,0,Brandon T. Graham,0,657,2011-09-25,False,12,0,48,89,26,0
ELialexanderey,I do not bring forgiveness with me; nor forgetfulness. The only ones who can forgive are dead; the living have no right to forget.,,0,2,0,1,0,0,1,0,0,ELialexanderey,1,104,2016-12-23,False,12,0,60,128,33,0
HeySamantha,@CNNTech editor. Previously: @Mashable. Pint sized and curious. Samantha.Kelly@Turner.com,https://t.co/ZolhCjtMc5,3,3,3,3,1,3,0,0,0,Sam Murphy Kelly,0,1115,2010-10-14,False,9,0,36,87,36,1
paulenec22,Comedian/Actor/Jester/PajamaWearer/Singer/MarieBiscuitLover/BulldogEnthusiast/SherlockHolmesFanGirl/DogsBollocks,,0,3,0,2,0,1,0,0,0,paulenec22,1,85,2015-01-01,True,8,2,2,110,34,0
Andy_Bloch,Professional Poker Player,https://t.co/Gyewl1FfwA,3,3,3,2,1,2,0,0,0,Andy Bloch,0,1205,2009-03-29,False,8,0,43,23,51,1
bxv_biochem,"Alert for pre-print manuscripts about Biochemistry, sources biorxiv #openaccess #biochemistry #biochem by @wpgilks",,0,1,1,0,0,0,1,0,0,bxv_biochem,1,611,2016-05-27,False,9,0,48,112,46,0
